Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-04-12,213.739,213.739,212.045,212.328,560000,0.0,0.0
2017-04-13,212.045,214.484,212.045,213.074,739100,0.0,0.0
2017-04-17,213.18,215.806,213.127,215.646,750500,0.0,0.0
2017-04-18,215.238,217.136,215.043,215.717,894300,0.0,0.0
2017-04-19,216.045,216.826,215.167,216.214,694700,0.0,0.0
2017-04-20,216.32,218.174,216.01,217.198,662400,0.0,0.0
2017-04-21,217.438,219.487,217.225,218.511,802200,0.0,0.0
2017-04-24,220.862,221.545,219.62,221.004,1059900,0.0,0.0
2017-04-25,220.108,221.43,219.443,220.108,1539100,0.0,0.0
2017-04-26,221.589,221.767,215.602,220.046,1753500,0.0,0.0
2017-04-27,220.844,221.607,219.469,220.348,1010300,0.0,0.0
2017-04-28,220.791,221.199,217.864,218.183,856400,0.0,0.0
2017-05-01,218.485,218.689,216.728,216.746,778900,0.0,0.0
2017-05-02,216.852,217.935,216.001,217.624,882600,0.0,0.0
2017-05-03,217.252,218.077,216.4,217.784,614200,0.0,0.0
2017-05-04,217.731,218.236,216.116,217.997,893500,0.0,0.0
2017-05-05,218.476,220.915,217.775,220.8,719400,0.0,0.0
2017-05-08,220.614,221.155,220.019,221.004,619500,0.0,0.0
2017-05-09,220.968,221.456,220.569,221.314,732100,0.0,0.0
2017-05-10,221.722,222.663,219.017,220.09,780100,0.0,0.0
2017-05-11,219.185,220.037,218.405,219.567,628700,0.0,0.0
2017-05-12,219.248,220.126,218.662,219.505,523500,0.0,0.0
2017-05-15,219.203,220.427,219.052,220.214,674300,0.0,0.0
2017-05-16,220.09,221.208,219.097,219.443,549300,0.0,0.0
2017-05-17,219.443,220.649,217.811,218.502,1030500,0.0,0.0
2017-05-18,218.148,220.871,215.903,218.999,1033600,0.0,0.0
2017-05-19,220.01,222.104,219.638,221.66,716900,0.0,0.0
2017-05-22,224.357,225.315,221.243,221.279,1062600,0.0,0.0
2017-05-23,221.767,223.053,220.507,222.343,801400,0.0,0.0
2017-05-24,222.876,224.943,222.654,224.765,775000,0.0,0.0
2017-05-25,225.404,227.817,224.872,227.551,976500,0.0,0.0
2017-05-26,227.55,228.801,227.355,227.967,552700,0.0,0.0
2017-05-30,227.888,228.26,226.158,227.276,584600,0.0,0.0
2017-05-31,228.012,229.946,226.761,229.946,1536300,0.0,0.0
2017-06-01,229.509,230.159,228.138,229.402,840200,1.0,0.0
2017-06-02,229.572,230.845,229.055,230.213,687500,0.0,0.0
2017-06-05,230.195,230.239,227.612,227.621,509300,0.0,0.0
2017-06-06,226.962,228.458,225.368,225.466,676400,0.0,0.0
2017-06-07,226.223,227.141,225.386,226.784,708700,0.0,0.0
2017-06-08,226.784,228.984,226.357,228.093,713000,0.0,0.0
2017-06-09,227.835,228.966,227.078,228.583,623600,0.0,0.0
2017-06-12,228.467,228.467,225.894,227.96,723100,0.0,0.0
2017-06-13,227.773,230.052,226.873,229.385,570800,0.0,0.0
2017-06-14,229.759,233.695,229.75,231.228,793000,0.0,0.0
2017-06-15,229.821,231.112,227.995,230.32,719200,0.0,0.0
2017-06-16,230.952,231.29,229.999,230.275,734800,0.0,0.0
2017-06-19,231.602,233.392,230.729,232.662,604900,0.0,0.0
2017-06-20,232.421,233.837,231.629,231.673,491200,0.0,0.0
2017-06-21,231.709,232.777,230.64,231.789,576400,0.0,0.0
2017-06-22,231.415,231.7,228.726,228.761,633800,0.0,0.0
2017-06-23,228.637,230.239,228.637,229.215,679000,0.0,0.0
2017-06-26,229.598,231.451,227.666,227.924,840500,0.0,0.0
2017-06-27,227.515,229.153,227.23,227.372,546200,0.0,0.0
2017-06-28,228.548,230.026,228.084,229.358,404700,0.0,0.0
2017-06-29,229.607,229.607,225.137,226.971,643900,0.0,0.0
2017-06-30,227.764,229.545,227.586,228.601,581400,0.0,0.0
2017-07-03,229.331,230.996,228.548,229.483,273000,0.0,0.0
2017-07-05,229.572,232.501,229.554,231.78,442200,0.0,0.0
2017-07-06,231.584,232.742,229.42,230.587,540100,0.0,0.0
2017-07-07,231.317,234.861,230.934,233.303,642700,0.0,0.0
2017-07-10,232.964,234.692,232.02,233.116,507900,0.0,0.0
2017-07-11,233.321,234.202,231.655,233.882,523800,0.0,0.0
2017-07-12,234.754,236.081,234.202,235.057,533600,0.0,0.0
2017-07-13,235.422,236.241,234.452,234.968,476300,0.0,0.0
2017-07-14,235.048,236.437,234.817,235.832,576900,0.0,0.0
2017-07-17,235.841,237.114,234.434,235.814,609600,0.0,0.0
2017-07-18,236.019,237.533,234.772,235.306,471500,0.0,0.0
2017-07-19,235.467,236.268,235.155,235.912,388500,0.0,0.0
2017-07-20,235.912,236.482,234.576,235.778,519100,0.0,0.0
2017-07-21,234.763,236.25,233.436,236.25,575700,0.0,0.0
2017-07-24,236.437,237.168,236.046,236.224,530900,0.0,0.0
2017-07-25,237.274,237.595,234.79,235.137,708200,0.0,0.0
2017-07-26,235.298,236.304,230.987,234.968,815900,0.0,0.0
2017-07-27,235.306,235.351,230.64,232.207,1315600,0.0,0.0
2017-07-28,232.537,235.342,231.727,235.182,587700,0.0,0.0
2017-07-31,235.885,236.874,234.265,234.318,638700,0.0,0.0
2017-08-01,234.487,235.734,234.238,235.663,673000,0.0,0.0
2017-08-02,235.556,237.648,235.217,237.613,755700,0.0,0.0
2017-08-03,237.764,239.456,236.09,239.349,980100,0.0,0.0
2017-08-04,239.456,239.759,238.174,239.759,653000,0.0,0.0
2017-08-07,239.999,240.195,239.118,240.062,696700,0.0,0.0
2017-08-08,239.848,240.614,239.616,240.275,616100,0.0,0.0
2017-08-09,241.193,243.82,240.587,243.196,978900,0.0,0.0
2017-08-10,243.998,244.541,240.641,240.926,865300,0.0,0.0
2017-08-11,241.424,242.902,239.634,239.795,700600,0.0,0.0
2017-08-14,240.649,242.119,239.759,241.682,687400,0.0,0.0
2017-08-15,241.549,241.754,240.454,241.451,456400,0.0,0.0
2017-08-16,241.647,241.647,239.616,240.427,931300,0.0,0.0
2017-08-17,240.471,241.157,238.655,238.77,581700,0.0,0.0
2017-08-18,239.527,239.697,237.916,238.307,551200,0.0,0.0
2017-08-21,238.396,238.69,235.404,238.388,517600,0.0,0.0
2017-08-22,239.545,243.544,239.162,242.947,613200,0.0,0.0
2017-08-23,241.967,242.751,240.872,241.121,413900,0.0,0.0
2017-08-24,241.22,241.899,239.808,240.022,393600,1.0,0.0
2017-08-25,241.318,241.836,240.031,240.728,616100,0.0,0.0
2017-08-28,241.327,241.908,238.806,239.45,492900,0.0,0.0
2017-08-29,241.068,242.686,240.085,241.971,473700,0.0,0.0
2017-08-30,242.051,242.408,241.148,242.23,303900,0.0,0.0
2017-08-31,242.873,243.803,241.345,243.302,689500,0.0,0.0
2017-09-01,243.141,243.401,240.281,240.281,552800,0.0,0.0
2017-09-05,242.149,242.149,239.361,239.602,632800,0.0,0.0
2017-09-06,240.388,240.388,237.081,237.099,543600,0.0,0.0
2017-09-07,237.332,237.779,236.286,237.636,504300,0.0,0.0
2017-09-08,237.6,239.673,236.858,239.048,861000,0.0,0.0
2017-09-11,240.076,241.166,239.575,240.701,765300,0.0,0.0
2017-09-12,240.326,241.667,239.906,240.397,492400,0.0,0.0
2017-09-13,239.772,240.281,238.208,238.377,516700,0.0,0.0
2017-09-14,238.118,238.315,236.581,237.475,562900,0.0,0.0
2017-09-15,237.528,238.824,236.894,238.672,864500,0.0,0.0
2017-09-18,238.672,246.869,236.688,246.663,1854500,0.0,0.0
2017-09-19,246.815,250.176,245.814,248.772,1412600,0.0,0.0
2017-09-20,248.701,251.668,248.478,250.301,1068000,0.0,0.0
2017-09-21,250.167,251.168,249.103,250.64,565400,0.0,0.0
2017-09-22,251.641,252.884,250.453,251.65,641300,0.0,0.0
2017-09-25,251.606,251.704,249.264,251.49,716600,0.0,0.0
2017-09-26,251.695,254.671,251.579,254.502,922600,0.0,0.0
2017-09-27,254.77,256.763,254.582,256.379,890100,0.0,0.0
2017-09-28,255.386,255.842,253.778,254.394,671700,0.0,0.0
2017-09-29,254.975,257.246,253.635,257.165,618600,0.0,0.0
2017-10-02,257.862,259.158,256.718,259.114,499300,0.0,0.0
2017-10-03,259.024,261.277,258.327,260.168,576800,0.0,0.0
2017-10-04,260.097,261.536,259.391,261.152,572200,0.0,0.0
2017-10-05,260.892,262.081,260.061,261.598,540500,0.0,0.0
2017-10-06,261.831,262.224,260.857,262.179,382000,0.0,0.0
2017-10-09,262.555,263.654,261.125,262.653,727800,0.0,0.0
2017-10-10,263.413,263.413,261.053,262.179,638900,0.0,0.0
2017-10-11,262.591,263.994,261.831,263.842,487400,0.0,0.0
2017-10-12,263.779,267.14,263.672,266.961,705900,0.0,0.0
2017-10-13,267.408,267.542,264.763,264.923,771100,0.0,0.0
2017-10-16,265.46,265.969,263.055,264.369,525400,0.0,0.0
2017-10-17,264.119,264.45,262.546,263.064,585100,0.0,0.0
2017-10-18,263.377,263.377,259.963,260.991,863300,0.0,0.0
2017-10-19,260.991,261.974,257.925,261.572,662500,0.0,0.0
2017-10-20,262.555,263.332,261.026,263.315,606100,0.0,0.0
2017-10-23,264.039,265.549,262.778,262.823,733000,0.0,0.0
2017-10-24,262.063,263.27,261.205,262.805,969200,0.0,0.0
2017-10-25,268.704,274.049,267.909,272.387,1545100,0.0,0.0
2017-10-26,273.504,273.504,264.173,266.344,1057700,0.0,0.0
2017-10-27,266.353,267.265,265.272,266.05,642900,0.0,0.0
2017-10-30,265.343,266.613,263.851,264.897,469200,0.0,0.0
2017-10-31,265.451,265.826,264.021,264.146,462700,0.0,0.0
2017-11-01,264.271,265.004,262.76,262.93,580800,0.0,0.0
2017-11-02,262.671,269.473,262.671,269.357,711800,0.0,0.0
2017-11-03,269.196,271.144,267.381,269.625,517700,0.0,0.0
2017-11-06,268.91,271.26,268.382,269.804,366700,0.0,0.0
2017-11-07,269.92,272.315,269.92,271.1,510800,0.0,0.0
2017-11-08,271.091,271.94,270.376,271.091,524600,0.0,0.0
2017-11-09,270.706,271.341,266.434,267.372,529800,0.0,0.0
2017-11-10,266.8,267.837,265.96,266.47,391900,0.0,0.0
2017-11-13,266.112,267.211,263.171,266.782,656100,0.0,0.0
2017-11-14,265.612,268.615,264.7,268.552,521600,0.0,0.0
2017-11-15,268.829,270.233,267.819,268.088,804900,0.0,0.0
2017-11-16,268.481,269.258,267.721,268.633,440600,0.0,0.0
2017-11-17,267.757,268.222,265.165,265.326,457200,0.0,0.0
2017-11-20,265.424,269.258,265.245,268.981,703200,0.0,0.0
2017-11-21,270.054,272.548,269.115,271.993,706800,0.0,0.0
2017-11-22,271.037,271.377,268.409,269.947,463700,0.0,0.0
2017-11-24,270.662,271.627,270.098,270.572,273000,0.0,0.0
2017-11-27,270.724,271.94,270.0,271.386,511600,0.0,0.0
2017-11-28,272.807,276.4,272.449,275.202,911000,0.0,0.0
2017-11-29,275.417,275.586,273.549,274.121,786000,0.0,0.0
2017-11-30,274.398,276.865,272.413,274.755,3033200,0.0,0.0
2017-12-01,275.293,276.02,266.326,268.684,1097300,1.0,0.0
2017-12-04,270.568,271.796,269.465,269.518,1180700,0.0,0.0
2017-12-05,270.388,270.666,266.792,266.999,584800,0.0,0.0
2017-12-06,267.187,270.173,267.061,269.195,629600,0.0,0.0
2017-12-07,269.249,272.487,269.196,271.419,655100,0.0,0.0
2017-12-08,271.931,274.101,269.922,274.101,684300,0.0,0.0
2017-12-11,274.863,275.446,272.478,273.105,674700,0.0,0.0
2017-12-12,274.594,276.118,273.589,275.544,977700,0.0,0.0
2017-12-13,275.257,278.952,275.257,276.602,746300,0.0,0.0
2017-12-14,277.49,278.055,274.684,275.213,904500,0.0,0.0
2017-12-15,276.665,279.015,275.76,278.405,1333500,0.0,0.0
2017-12-18,278.898,278.997,275.051,276.549,675200,0.0,0.0
2017-12-19,276.836,277.876,275.329,275.401,612300,0.0,0.0
2017-12-20,276.127,276.647,274.737,274.952,593400,0.0,0.0
2017-12-21,275.777,275.957,272.666,273.042,818100,0.0,0.0
2017-12-22,274.19,274.19,272.334,272.406,567100,0.0,0.0
2017-12-26,272.98,274.782,272.361,272.46,498500,0.0,0.0
2017-12-27,273.186,274.692,272.675,274.54,468200,0.0,0.0
2017-12-28,275.132,276.647,274.262,276.45,376700,0.0,0.0
2017-12-29,276.414,277.257,275.213,275.213,430900,0.0,0.0
2018-01-02,275.607,275.939,271.895,273.715,715000,0.0,0.0
2018-01-03,273.267,275.517,273.15,274.979,722100,0.0,0.0
2018-01-04,274.917,276.827,274.047,276.683,582400,0.0,0.0
2018-01-05,277.167,278.199,275.482,276.387,842800,0.0,0.0
2018-01-08,277.042,277.392,275.804,276.423,660800,0.0,0.0
2018-01-09,277.293,280.611,276.827,278.333,828900,0.0,0.0
2018-01-10,277.392,277.517,274.719,275.84,676100,0.0,0.0
2018-01-11,276.979,277.723,276.423,277.58,493200,0.0,0.0
2018-01-12,277.983,283.104,277.687,282.601,706100,0.0,0.0
2018-01-16,284.637,285.785,280.073,280.261,756100,0.0,0.0
2018-01-17,282.458,284.987,280.961,284.718,613100,0.0,0.0
2018-01-18,284.709,285.785,281.57,281.839,598700,0.0,0.0
2018-01-19,283.57,284.431,282.189,283.696,874000,0.0,0.0
2018-01-22,283.453,283.884,281.176,282.593,731300,0.0,0.0
2018-01-23,282.673,282.781,280.378,281.104,653700,0.0,0.0
2018-01-24,281.077,283.651,280.387,281.086,857500,0.0,0.0
2018-01-25,284.027,292.322,281.992,291.434,1406000,0.0,0.0
2018-01-26,292.403,300.913,290.206,300.904,1297900,0.0,0.0
2018-01-29,301.298,306.015,300.446,303.396,1389800,0.0,0.0
2018-01-30,300.652,306.033,299.074,304.401,1297400,0.0,0.0
2018-01-31,305.45,308.651,304.544,305.36,1318300,0.0,0.0
2018-02-01,305.36,313.117,305.1,307.45,1455200,0.0,0.0
2018-02-02,305.692,308.624,301.944,302.007,1227000,0.0,0.0
2018-02-05,299.281,304.464,283.606,289.076,1541600,0.0,0.0
2018-02-06,281.669,295.021,280.683,293.676,1716400,0.0,0.0
2018-02-07,293.013,306.804,292.34,302.787,2099900,0.0,0.0
2018-02-08,303.459,306.383,290.053,290.546,1520900,0.0,0.0
2018-02-09,294.044,303.092,290.053,298.33,1750000,0.0,0.0
2018-02-12,300.043,306.087,296.429,302.589,1284800,0.0,0.0
2018-02-13,300.509,308.813,300.509,307.898,897900,0.0,0.0
2018-02-14,310.4,314.229,307.037,313.511,1536800,0.0,0.0
2018-02-15,316.533,320.129,315.7,320.049,1316900,0.0,0.0
2018-02-16,319.152,321.779,318.103,319.233,957900,0.0,0.0
2018-02-20,316.049,318.479,312.579,314.175,1171800,0.0,0.0
2018-02-21,315.924,319.51,314.229,314.587,1337100,0.0,0.0
2018-02-22,315.457,316.148,311.628,312.624,842400,0.0,0.0
2018-02-23,313.852,315.269,312.211,315.206,845000,0.0,0.0
2018-02-26,316.722,319.089,315.78,318.417,504700,0.0,0.0
2018-02-27,318.022,322.308,317.062,317.134,876000,0.0,0.0
2018-02-28,317.708,320.362,313.646,313.888,1018900,0.0,0.0
2018-03-01,314.857,315.529,302.392,304.473,1461100,0.0,0.0
2018-03-02,302.889,310.095,300.838,308.62,1147300,1.1,0.0
2018-03-05,306.731,310.725,303.672,310.185,1387100,0.0,0.0
2018-03-06,310.77,311.463,306.614,307.558,908300,0.0,0.0
2018-03-07,304.068,312.56,302.601,312.012,869800,0.0,0.0
2018-03-08,313.163,313.271,309.717,311.598,654600,0.0,0.0
2018-03-09,312.389,314.755,309.483,314.548,782500,0.0,0.0
2018-03-12,317.418,317.418,308.251,310.122,938600,0.0,0.0
2018-03-13,311.517,313.649,308.44,309.771,947100,0.0,0.0
2018-03-14,311.895,311.949,304.131,305.966,811200,0.0,0.0
2018-03-15,306.686,308.161,304.545,306.614,1061000,0.0,0.0
2018-03-16,306.479,308.755,304.257,304.644,1268900,0.0,0.0
2018-03-19,304.239,310.86,303.087,310.311,1004200,0.0,0.0
2018-03-20,310.644,314.647,310.041,312.695,634100,0.0,0.0
2018-03-21,313.01,315.43,311.184,312.371,607000,0.0,0.0
2018-03-22,310.203,311.319,304.167,304.823,770400,0.0,0.0
2018-03-23,306.515,321.143,306.515,311.067,1587100,0.0,0.0
2018-03-26,314.872,320.126,314.369,319.577,1005100,0.0,0.0
2018-03-27,320.279,322.519,312.425,314.234,1137800,0.0,0.0
2018-03-28,315.331,315.475,307.423,310.113,923400,0.0,0.0
2018-03-29,311.256,316.069,310.194,314.081,1077200,0.0,0.0
2018-04-02,314.198,315.268,304.733,310.842,1041600,0.0,0.0
2018-04-03,311.58,312.749,306.461,311.31,1023600,0.0,0.0
2018-04-04,306.047,318.075,304.086,317.967,949100,0.0,0.0
2018-04-05,319.38,324.66,317.166,323.896,1133400,0.0,0.0
2018-04-06,320.9,323.509,314.396,316.42,1079500,0.0,0.0
2018-04-09,318.12,319.371,311.904,312.704,961700,0.0,0.0
